title,url,description,price,original_price,discount_percentage,discount_value,cost_per_unit,country,lead_time,supplier,returned_products,high_confidence_terms,flags,promotions,price_range,original_price_range,inventory_quantity,availability,launch_datetime,exclude_from_apps,active,category_paths,color_group,color,size,brand,gender,large_image,swatch_image,thumb_image,sku,condition,variant_options,product_class,collection_member_ids,item_id,capacity,width,height,depth,store_latitude,store_longitude,gtin,keywords,reviews
Product YJmyZ,https://example.com/gZVs7bXZ,Description Ryyz7ZKHXOYO34UcpCPR,269.59,291.34,7.47,21.75,183.68,Canada,9 days,Supplier wyLk6,26,"['ETrfq', 'qkXxw', '6nf2S']","['vzEvn', 's2KJm', 'esKJH']","['o2btF', 'NlyNJ', '9ecmE']","[525.35, 955.56, 873.1]","[299.51, 823.63, 132.44]",422,in stock,2025-05-28T06:32:17.131736,"['hqGWa', 'jPK54', 'oQOHP']",False,Sports/Outdoor,Blue,White,S,BrandB,Unisex,https://picsum.photos/seed/EuYyH/600/600,https://picsum.photos/seed/iVs7N/50/50,https://picsum.photos/seed/IP7Iu/150/150,066bf76f-3506-440a-894b-416c83ba2c34,refurbished,"['qtR8Q', '39Nu7', '4ai14']",exclusive,"['1Zvy6', 'GA1NP', '6B6TW']",a0f1cca9-b5f4-4f19-a648-6d83d0ebae23,371.02,70.16,46.85,28.49,3.163922,-119.561302,5119973906732,"['F2DoP', 'jccn4', 'IADrX']",2.1
Product Qedk1,https://example.com/LZvXmm1v,Description hLLARRAhWBor6wbnJ0XG,248.48,336.7,26.2,88.22,240.76,France,2 days,Supplier r6Lte,31,"['uLXOE', 'KTgGE', '0IjVR']","['sQJB5', 'ER5z0', 'Asumd']","['i3nOL', 'lGIdS', 'RInrf']","[103.2, 20.26, 188.93]","[736.3, 626.09, 419.85]",475,preorder,2025-02-24T06:32:17.131862,"['BTQXV', 'yS7Mu', 'XROjw']",True,Sports/Outdoor,Blue,White,M,BrandC,Unisex,https://picsum.photos/seed/hHxKY/600/600,https://picsum.photos/seed/4diDG/50/50,https://picsum.photos/seed/NZe7n/150/150,80d7cd8f-665f-4e27-85ef-cf891eef7615,refurbished,"['htvZF', '375MM', 'l1wC7']",premium,"['xHmlR', 'AsecJ', 'QB5BE']",d3d05eea-7d01-4ba2-8c95-d9498d43168e,173.82,172.22,169.65,94.18,-34.891224,139.416432,1351920760891,"['OuuHd', 'HFK2x', 'x0Xe8']",1.2
Product Cd1YV,https://example.com/cPqbiZBq,Description v6TA8n1grgt5pYbfU4R5,373.11,432.74,13.78,59.629999999999995,163.11,Japan,6 days,Supplier LSNYH,19,"['RtXYZ', 'njhLb', 'htRPr']","['YXZqT', 'HaEst', 'bXKRB']","['mcQJr', 'qxHYT', '7qOCQ']","[260.46, 597.19, 876.7]","[188.67, 157.6, 788.54]",403,in stock,2025-01-26T06:32:17.131990,"['AVfRm', 'PTyfO', 'q3URT']",True,Sports/Outdoor,Yellow,White,S,BrandD,Unisex,https://picsum.photos/seed/RNh5U/600/600,https://picsum.photos/seed/1j5Xp/50/50,https://picsum.photos/seed/kWwSm/150/150,9e9250b8-cd9d-4a6e-afd0-eff461da0b38,used,"['V6Ehm', 'D2Pfk', 'PFpl8']",exclusive,"['HHQdi', '8eQ9p', 'vy1lo']",a3f7276d-d7c2-4d2b-afb0-06a75486c23a,413.73,193.8,142.4,125.79,-83.505196,95.15081,7860432998606,"['eeeI3', 'nYahd', 'nLcyA']",0.2
Product KQvDt,https://example.com/vnuep67v,Description xABu6G0QzUZqI0KhHJdw,83.93,92.34,9.11,8.409999999999997,56.79,France,6 days,Supplier KJWTU,34,"['02nts', 'VC5zM', 'i5HtT']","['4O95N', 'is6Sh', 'iBqme']","['RDU3i', 'n0J6i', 'iXuO1']","[753.21, 188.63, 768.25]","[590.82, 566.82, 852.39]",723,in stock,2025-01-04T06:32:17.132103,"['wCup3', 'pOjf0', 'o2duF']",True,Sports/Outdoor,White,Red,S,BrandC,Unisex,https://picsum.photos/seed/gDjsP/600/600,https://picsum.photos/seed/6BmOT/50/50,https://picsum.photos/seed/fnbWB/150/150,c8a6592e-2c4a-4d1a-be1d-415ee75b23a4,refurbished,"['Qybqy', 'msLby', 'lOkpr']",exclusive,"['DMFar', 'UcsHU', 'xkV5Y']",9e9d99bb-b823-4208-982a-989eb2e8f526,473.24,140.07,4.17,30.58,8.240248,-144.258436,0477084604341,"['toLc8', '5xWsH', 'zr5fw']",0.6
Product Glhsc,https://example.com/Gw0IbITq,Description Bqcvn5rFuH1nJ4tl05PY,10.69,69.21000000000001,84.55,58.52000000000001,2.7,Canada,4 days,Supplier BXsKJ,22,"['hQ8Hn', 'SOu4E', 'Q9zxm']","['4NjWd', 'NITfC', 'fi0e6']","['jrJcN', 'gFAqF', '4d4JU']","[402.95, 719.84, 675.3]","[43.95, 831.02, 619.63]",21,preorder,2025-04-08T06:32:17.132199,"['3wnNj', 'Xg3ZK', 'RZ2wl']",True,Home/Furniture,Yellow,Green,L,BrandD,Female,https://picsum.photos/seed/HEySv/600/600,https://picsum.photos/seed/l2RgT/50/50,https://picsum.photos/seed/beClr/150/150,76fcd1a6-5168-4b8a-aeb2-7c630f3d98e7,used,"['mGEjv', 'C6Q73', 'L5rNS']",standard,"['MaQQj', 'fCRzB', 'F9c4P']",1da2254d-9415-4887-9b43-1e005f3a4154,412.75,29.89,66.05,194.1,-56.775345,-80.438397,3619284850723,"['dRIq6', 'CBRkU', '9iKiS']",1.1
Product g5PGr,https://example.com/Xo7mDKze,Description 598dqeNLWyJJICfEfmd9,249.52,292.97,14.83,43.45000000000002,186.84,France,1 days,Supplier OkRHq,2,"['kB8yi', 'wGsNm', 'qGit1']","['2Z9BC', '0Lqqc', 'DQUZ8']","['Q3r9K', 'Odn86', 'Jf6wj']","[444.58, 634.82, 652.15]","[895.47, 308.23, 447.69]",63,preorder,2025-08-13T06:32:17.132292,"['IFg9p', 'kBeng', 'tqBCN']",False,Home/Furniture,Green,Black,L,BrandB,Male,https://picsum.photos/seed/oqlZi/600/600,https://picsum.photos/seed/vWWfX/50/50,https://picsum.photos/seed/hpe9Q/150/150,644ae34f-5323-4225-a4e9-9e1495d3a850,used,"['4oV7j', 'IzyhW', 'xTnJz']",exclusive,"['wXQ4t', 'Cu9ZH', 'tq2hH']",4a4ff490-5f46-4c99-a1ac-310fe6319307,101.48,168.13,47.87,8.66,-55.646885,130.775823,6915576907379,"['znxam', 'kFncI', 'bJNyk']",4.9
Product ej1ZI,https://example.com/GBf5Xdzy,Description ldHsc0vK8m4bkqrgeBja,121.28,198.7,38.96,77.41999999999999,48.17,Canada,10 days,Supplier dC9tq,33,"['akdVK', 'WtaOb', 'h6koK']","['4XLK5', 'hJmBl', 'mvrwM']","['yFlsi', 'mQDOG', 'zgrcv']","[672.01, 64.28, 33.92]","[446.45, 293.1, 40.02]",649,preorder,2025-03-18T06:32:17.132399,"['eJ3mC', 'Ql4bd', 'FzJwi']",False,Clothing/Men,Green,Blue,XL,BrandA,Male,https://picsum.photos/seed/aZmr6/600/600,https://picsum.photos/seed/vAcnQ/50/50,https://picsum.photos/seed/qoW5X/150/150,d4c17ca0-0a18-4042-99df-7080665ae919,used,"['tMskT', 'iyCiS', 'L4vzq']",premium,"['6DSYy', '0TxmB', 'aiWMv']",cb76b38d-6201-48f1-adb2-3bebc6950155,365.95,81.07,149.63,169.54,63.344085,160.841869,5440970869432,"['Yoahf', 'DXT0i', 'viU0K']",1.9
Product ZbBl6,https://example.com/rq997s5r,Description L2VYBXnAJeiYLeDQaoO1,208.37,271.34000000000003,23.21,62.97000000000003,177.25,Canada,7 days,Supplier tsUfd,48,"['UBLCJ', 'mNW1r', 'fQXKk']","['yiW0w', 'Opa7z', 'eQZl7']","['u5NFU', 'nHDMd', 'QzHug']","[172.53, 855.91, 749.66]","[774.99, 247.39, 296.61]",960,in stock,2024-10-10T06:32:17.132510,"['bTwll', '9Tkn5', 'eon7b']",True,Home/Furniture,Yellow,White,XL,BrandC,Female,https://picsum.photos/seed/m9dLC/600/600,https://picsum.photos/seed/0EYVi/50/50,https://picsum.photos/seed/XBaha/150/150,e97351b5-756f-4636-a2e5-5d97942b3103,new,"['MOaq8', '83cy5', 'lHTgF']",premium,"['K7nQL', 'wZvEI', 'PbzDC']",f4e1e53a-2d4e-4a08-b8d9-235c3e4f9d62,405.99,76.77,83.01,106.58,44.17366,-139.193355,9317766314054,"['dhBbW', 'UBStk', 'BzTgZ']",2.2
Product QFtzK,https://example.com/sbUgYl1p,Description JfSJTMHbhrrudw0N7Abj,439.03,472.28999999999996,7.04,33.25999999999999,48.08,Germany,14 days,Supplier b3gy4,38,"['EbRTm', 'MZ8aU', '2hjD0']","['3a6qV', 'T4mWP', 'wzj3g']","['eE2h9', 'NkDVT', '1Lbdi']","[192.69, 279.39, 467.0]","[785.95, 231.17, 857.78]",565,preorder,2025-04-13T06:32:17.132668,"['C1BOb', 'T4vlV', 'BLNxO']",False,Sports/Outdoor,Blue,Green,XL,BrandA,Unisex,https://picsum.photos/seed/ifBik/600/600,https://picsum.photos/seed/oOtb0/50/50,https://picsum.photos/seed/8w1iy/150/150,c9389b87-6763-4bf0-850e-ab4b5f752019,refurbished,"['zbkcI', 'lix9u', 'uIY5g']",exclusive,"['cEle9', 'zPdeO', 'nCdMB']",620ce6aa-7789-47e3-b00d-b79ccf6defeb,224.68,104.56,77.28,157.26,-0.31302,67.057053,3689392568188,"['oUP81', 'FSBSA', 'KEUpC']",2.9
Product qSycI,https://example.com/SP00sKwc,Description X4XEdQnQbeIGD6T9Lo5s,153.33,177.59,13.66,24.25999999999999,76.26,Japan,3 days,Supplier QKsFl,31,"['UILdr', 'avhno', '4bOto']","['4nEe3', 'szaLr', 'E68yn']","['iknVI', '1dvyu', 'YYsG2']","[584.4, 496.94, 997.71]","[400.77, 505.57, 61.77]",271,preorder,2025-05-19T06:32:17.132782,"['Zxese', 'hT8DB', 'BHGR5']",False,Clothing/Men,Black,White,M,BrandA,Male,https://picsum.photos/seed/oCJmM/600/600,https://picsum.photos/seed/dLkIq/50/50,https://picsum.photos/seed/7iTh1/150/150,0d066632-adce-4fd2-ac18-6bb6745e290b,new,"['Ylbzq', 'TPsqp', 'npK8i']",exclusive,"['zXS9m', 'dlcNV', 'liSoO']",976793d8-528f-46b7-bb11-d0e388949cbe,127.52,190.66,23.97,163.46,-81.276205,104.857344,0976830154115,"['AUrp2', 'AEpjy', 'e8QwF']",1.3
Product hzKKT,https://example.com/DWBnFYmR,Description AbKTEckJ9ykYbpEBgq1P,21.35,74.41,71.31,53.059999999999995,4.73,Japan,3 days,Supplier wxR9f,34,"['OrXxs', 'zOgM2', 'doLSm']","['PFHbK', 'dRLf8', 'tOi43']","['xiaAG', 'ybcaj', 'UVUOc']","[506.67, 547.57, 625.87]","[558.51, 769.95, 938.73]",299,out of stock,2025-08-26T06:32:17.132912,"['MZ57Z', 'brMzo', 'nlB0l']",False,Sports/Outdoor,White,Red,L,BrandA,Unisex,https://picsum.photos/seed/5P0XB/600/600,https://picsum.photos/seed/Xo6M2/50/50,https://picsum.photos/seed/drLpU/150/150,a1968498-4dbe-4019-9e41-bac8675501c5,new,"['1drUx', 'b98sw', 'w4Z1r']",premium,"['JOPZB', '70njv', 'mxQCI']",0bdcbf77-2d8e-4808-afa6-18b2bc1b6eb1,363.33,3.95,160.0,12.17,58.633019,42.25796,8044805265685,"['iTGyY', 'YFbII', 'jaNf4']",0.6
Product 49Ns6,https://example.com/GgWY6Ouc,Description Q3akX2bXCE1WrTt5tzHm,314.51,394.74,20.32,80.23000000000002,236.76,Japan,7 days,Supplier VzJnk,42,"['LZhLQ', 'TmteR', 'TrJyG']","['WpHGp', '9jlkb', 'T0Jhz']","['kiqEj', 'TStiY', 'R2td3']","[854.82, 789.72, 908.23]","[853.68, 773.82, 259.89]",890,preorder,2025-05-11T06:32:17.133011,"['ZXNCv', 'EW1sn', 'uhVHm']",True,Home/Furniture,Yellow,Green,S,BrandD,Female,https://picsum.photos/seed/6245h/600/600,https://picsum.photos/seed/8GPnv/50/50,https://picsum.photos/seed/eXZhe/150/150,1a7e4858-ec10-44e8-a3d8-2f57b08958e6,used,"['mJmrQ', 'i5mfL', 'yXEct']",exclusive,"['3mYS5', 'qtKKH', 'MUiNB']",64aa7459-b010-4f50-8dd0-2203d0e900a5,140.15,101.46,182.66,141.58,44.081371,-168.959678,4297115113745,"['Ymsh1', 'hDQ9j', '2IliR']",0.7
Product A38LR,https://example.com/noyFfuA1,Description Hyd47D7e2ghRjVZp7Oif,53.07,60.14,11.76,7.07,5.87,Canada,4 days,Supplier nhxFz,22,"['aK9RE', 'lylIW', 'Mo0f1']","['Txa5h', 'qdvJr', 'OJcGH']","['Ug8Qr', 'LnX3x', 'aVvQ9']","[750.52, 880.92, 908.97]","[564.03, 959.05, 910.65]",349,in stock,2025-07-18T06:32:17.133135,"['nxvdp', 'QhOwl', 'eo0Em']",True,Clothing/Women,Black,Blue,XL,BrandD,Unisex,https://picsum.photos/seed/HAor2/600/600,https://picsum.photos/seed/6Q3ZM/50/50,https://picsum.photos/seed/O5hnS/150/150,8228f5e5-3f4f-4bba-9215-54238fe4057e,refurbished,"['rGJmH', 'Kxzll', 'Uliu3']",standard,"['lvv5f', '0gEtx', 'GVJY4']",51e6b7ab-2c92-4589-a161-e7ec51a39ec5,89.82,36.75,119.03,17.94,-87.368054,-31.02194,6829730890811,"['sjiQq', '0H5Ya', 'RCc7Z']",0.6
Product uSRJ4,https://example.com/3aLz5pjH,Description kudfrTiKxMnx5NDe6JDB,190.44,235.54,19.15,45.099999999999994,66.43,USA,5 days,Supplier DtTs6,47,"['CJEuH', 'tPjmB', 'Mor7f']","['1CKrz', 'h2KL1', 'loY6W']","['Goh7k', 'xz2At', 'iAa15']","[547.0, 571.07, 162.0]","[234.91, 271.1, 434.46]",659,preorder,2025-04-03T06:32:17.133294,"['JVuxo', '8vTsO', 'I9kpF']",True,Sports/Outdoor,Yellow,Green,L,BrandB,Unisex,https://picsum.photos/seed/RyRGG/600/600,https://picsum.photos/seed/AP3JH/50/50,https://picsum.photos/seed/qlp2U/150/150,50fd351c-b0c6-45e7-8d17-5361baafd1a3,used,"['8l9lH', 'TjlqP', 'OeuCJ']",premium,"['Et02q', '2gw9r', 'weRm7']",89ef3c41-11e0-497a-9e78-c43143a6a966,410.88,95.59,179.45,115.32,-43.21122,-167.71217,4136857969698,"['lEvBg', 'NQKVa', 'aHx4I']",2.8
Product VrmQ7,https://example.com/7oDCdL0e,Description uXP69sPliQHi2grU6YV4,250.36,260.69,3.96,10.329999999999984,223.84,USA,4 days,Supplier ab1MI,42,"['UtDOQ', '8NTJY', 'UxwFs']","['k3gDr', 'iDwVC', 'xnt2o']","['gDeiQ', 'X72hW', 'RjekR']","[298.69, 363.06, 339.25]","[265.87, 984.36, 551.82]",285,out of stock,2024-12-21T06:32:17.133462,"['8tfcM', 'yeUjo', 'XaZRx']",True,Home/Furniture,Yellow,Red,S,BrandC,Male,https://picsum.photos/seed/kSKRE/600/600,https://picsum.photos/seed/q1s08/50/50,https://picsum.photos/seed/Yinb4/150/150,edeb5dc3-e011-431c-8ae1-d4b508bf6340,used,"['rG2N9', 'MYvQ0', 'As52k']",standard,"['4vGEN', 'i4l5k', 'UTYh4']",012fda1b-b056-4a68-b74e-780c70187a6a,447.75,74.41,35.52,54.61,-13.771789,-53.368919,8287363952237,"['RRHGY', 'T1kjP', 'LmRu3']",4.7
Product rIlUJ,https://example.com/V7DferKA,Description TV8itO54sVoW9NTLxESR,63.37,143.66,55.89,80.28999999999999,37.08,Germany,9 days,Supplier RRDcW,44,"['8AqBh', 'ZIE5R', '8rqKx']","['XqAF7', '4hdpm', 'EXhRw']","['IkpJ3', 'sCog6', '9YHgy']","[487.54, 456.82, 635.1]","[640.66, 686.58, 316.0]",851,preorder,2025-09-06T06:32:17.133623,"['MZ44N', 'yRgcV', 'LVoXH']",False,Clothing/Women,Blue,Green,M,BrandB,Female,https://picsum.photos/seed/bJDei/600/600,https://picsum.photos/seed/4DuJP/50/50,https://picsum.photos/seed/AesV7/150/150,291fed0f-ba6a-4a64-83ee-453ba999fe12,used,"['ujW6l', 'lWIOw', 'Jwu8c']",exclusive,"['3KADO', 'tQ0Zo', 'Um4mT']",764c3833-5cb1-4296-ba15-8c42c6381a31,294.48,36.68,70.75,53.29,0.643718,84.00467,6500218398444,"['EGOU8', '1cUkG', 'vCYTz']",4.8
Product U58GN,https://example.com/l5U6EfQC,Description qxrSZdEcqihAgRAyblc2,98.35,144.69,32.03,46.34,95.68,Japan,2 days,Supplier KE0iS,27,"['NTKpx', 'MBN2O', '3coIK']","['P5H4t', 'W58yW', 'Tw4La']","['rvSsS', 'JCxFG', 'KMc55']","[151.92, 31.87, 694.32]","[383.3, 643.07, 879.4]",914,out of stock,2024-10-11T06:32:17.133734,"['njh8X', 'aaWfP', 'Q9ttq']",False,Clothing/Women,Blue,Red,L,BrandA,Female,https://picsum.photos/seed/SMkOD/600/600,https://picsum.photos/seed/P7Di1/50/50,https://picsum.photos/seed/JTR8u/150/150,581b9724-b6f1-4d2c-81ad-a5454ed84861,refurbished,"['i4ILn', 'H4FvA', 'Rpclc']",exclusive,"['chEDx', '68KbS', 'TlfaB']",2378a670-fc93-4e06-abcd-43669a45acdc,312.39,74.0,61.9,66.04,-40.657769,-61.910855,8072268894889,"['RrWFV', 'ynYtB', 'Ht8e1']",2.1
Product y5zrA,https://example.com/CTFDFggt,Description Nidzlxefhq3Y6TXt3MRT,377.23,389.27000000000004,3.09,12.04000000000002,350.97,France,2 days,Supplier gDxD9,40,"['7Guln', '33F5L', 'GMCpP']","['Ndjth', 'vGgk0', 'PfZLo']","['OB68b', 'aAmsn', '3pRMz']","[363.45, 86.19, 119.17]","[837.17, 327.46, 556.81]",605,out of stock,2024-10-08T06:32:17.133894,"['QN2C6', 'OINty', 'WdutL']",False,Sports/Outdoor,Yellow,Black,L,BrandC,Female,https://picsum.photos/seed/DitQ7/600/600,https://picsum.photos/seed/xU0kO/50/50,https://picsum.photos/seed/V5rPZ/150/150,d116f355-8126-4674-a08b-90f3d23487ff,used,"['h3Jo9', 'ppyXv', 'bOw1i']",exclusive,"['h4p5V', 'QlYdL', 'AzSzq']",f12e514f-055a-4ccf-a9d1-38dc88f1d11f,10.76,35.16,103.09,123.5,52.097218,19.92889,8892972580550,"['UaK84', 'cZjaA', '73k7V']",3.3
Product RVzkS,https://example.com/64Lk7w61,Description czT38GyjmTj30QFiG79y,309.62,321.12,3.58,11.5,87.85,Japan,9 days,Supplier Sb3lR,17,"['DiM8C', 'ksYis', 'p7soA']","['rO9DF', 'agoYw', 'KMfSv']","['Hqp7g', 'srNgv', 'kBcFv']","[259.81, 473.16, 703.07]","[118.15, 107.05, 486.92]",667,in stock,2025-03-23T06:32:17.134046,"['IVhVi', 'ILpR3', 'OKbil']",True,Sports/Outdoor,Red,Black,XL,BrandA,Unisex,https://picsum.photos/seed/CD0Qa/600/600,https://picsum.photos/seed/xdTRJ/50/50,https://picsum.photos/seed/7bK7Y/150/150,3687c29e-ee72-4f79-aea3-4a01ca40caee,new,"['xW9WV', 'V8oRm', 'RpBY3']",standard,"['4qVpo', 'mRnGG', '8YX4I']",08b3f1ec-856a-4453-9389-5b0ef3735b3d,285.68,69.81,7.05,83.03,-48.74824,64.271767,8107108286889,"['k8Osw', 'VVLKA', 'E9znX']",2.6
Product hRhsi,https://example.com/kRlQA1uC,Description W8YmqCH4m9jBSKymbSjv,389.7,456.61,14.65,66.91000000000003,313.93,USA,7 days,Supplier 7HTJz,42,"['7cf3B', 'dM59L', 'G9Iqe']","['kzVC1', 'KUHf5', 'f20Sk']","['1DnXC', 'ifWKF', 'ofirH']","[377.84, 133.59, 805.71]","[835.46, 914.94, 281.3]",949,in stock,2025-09-12T06:32:17.134179,"['cZ6ED', 'xhh1Y', 'nii3o']",False,Sports/Outdoor,Red,White,L,BrandA,Male,https://picsum.photos/seed/SMoir/600/600,https://picsum.photos/seed/wlqzk/50/50,https://picsum.photos/seed/ZJU5b/150/150,016b01e8-e1cc-4416-ab5d-2ff39c3d17ee,new,"['5CY2q', 'F0Tff', 'g2bAi']",exclusive,"['iydUz', 'qaWjc', 'os48V']",8e2b46d4-815a-4a0e-8ddc-498e19bd57bd,447.73,155.08,158.41,69.77,61.932717,172.557438,5683622622045,"['8IGMz', 'BAjlJ', 'ernod']",0.4
Product J6B1o,https://example.com/41kY9jmJ,Description DfE2pHWUH2Xe4V7Ka8V0,100.16,100.57,0.41,0.4099999999999966,69.51,USA,1 days,Supplier Gymzx,13,"['NO872', 'eCg5e', '2bQbE']","['ijqDv', 'WW8D7', 'VwIVP']","['dqiKM', 'N0H2D', 'TDOy8']","[872.77, 822.39, 823.5]","[904.78, 57.43, 67.31]",598,preorder,2025-06-29T06:32:17.134329,"['w0FDK', '5LdUg', 'pW8YL']",True,Sports/Outdoor,Black,Yellow,S,BrandA,Unisex,https://picsum.photos/seed/NT4r0/600/600,https://picsum.photos/seed/D5dsF/50/50,https://picsum.photos/seed/blZ3Y/150/150,f5af0ade-0645-4e0a-92d2-de0f9532d252,used,"['W6aDh', '4ZLf7', 'OKQKG']",premium,"['k6kG3', 's1yxn', 'Jh4gU']",0069236c-212b-415f-8569-f165d41de41e,227.18,119.46,107.73,52.81,-23.109419,16.645811,2564078967877,"['Xbr98', 'Vd7V8', 'zZW2a']",4.5
Product 1jxbh,https://example.com/r40yglCv,Description 6KkfzBc0oncKwEfE0W9G,418.32,510.44,18.05,92.12,176.52,USA,8 days,Supplier mk5fY,20,"['iV4Tm', 'JLl3p', 'SfMe7']","['fXCTb', 'tFS56', 'iN7bg']","['KYsIP', 't7vLS', 'nnYcC']","[316.84, 538.05, 159.2]","[191.91, 419.9, 572.77]",751,in stock,2025-05-11T06:32:17.134468,"['L6xky', 'i3dA2', 'sb45w']",False,Sports/Outdoor,White,Blue,M,BrandC,Female,https://picsum.photos/seed/Q2TDG/600/600,https://picsum.photos/seed/i7lor/50/50,https://picsum.photos/seed/s6rnO/150/150,4ee0be9a-46ba-42f2-9ad2-b60f75b64ebf,used,"['BIIgr', 'Rr6CA', 'J9GO5']",premium,"['Dp7V6', 'dOIWQ', 'jJcQu']",8560bece-873d-4f75-a96f-0501bac74e90,34.01,50.22,160.26,120.35,-42.783618,98.650837,1766870276422,"['9qxjX', 'ijFv5', 'hCoOj']",0.1
Product o8ic6,https://example.com/6KKfY0VL,Description WUheEZ1LagfX1bwBhhlE,156.0,189.09,17.5,33.09,74.8,Germany,10 days,Supplier MIbDn,17,"['KAIl1', 'aRzyp', 'Qw3KK']","['IBMee', 'EV6pc', '7tlUS']","['To6ew', 'PLD2I', 'O9Fdk']","[366.69, 330.53, 696.14]","[597.01, 512.32, 638.07]",672,preorder,2024-12-10T06:32:17.134612,"['4eCV9', 'qmAU9', '0hMPn']",False,Sports/Outdoor,White,Blue,M,BrandD,Male,https://picsum.photos/seed/ap1bh/600/600,https://picsum.photos/seed/gAtUZ/50/50,https://picsum.photos/seed/6yYBf/150/150,44ec0e87-fad4-4af8-8b3e-e7f3e3c78921,refurbished,"['jV810', 'IBMoj', 'CZ6Kh']",exclusive,"['E1rPF', 'jNCfP', 'gn72R']",5cb06480-b78b-45f3-82fc-f73b105e2205,377.85,152.35,127.56,111.74,-26.044865,-92.862188,2098521401849,"['EwrAO', 'eajoe', 'pITni']",3.9
Product svqvC,https://example.com/Cfia6nr2,Description 7xrLbm2LFK0kRs5SAS4H,45.86,65.86,30.37,20.0,28.27,Canada,14 days,Supplier L2FOs,13,"['Ki0Zz', 'Vp5G0', 'G8Fev']","['Riayw', 'vZFtB', 'EWWvn']","['sGwPY', '6E4RR', '88Nzg']","[208.22, 554.59, 65.35]","[840.55, 635.53, 859.47]",237,in stock,2025-08-28T06:32:17.134780,"['cdUAk', 'dcyMq', '6k8Ms']",True,Electronics/Phones,Blue,Yellow,S,BrandD,Female,https://picsum.photos/seed/me6a8/600/600,https://picsum.photos/seed/WHniJ/50/50,https://picsum.photos/seed/aZn0N/150/150,ef0ee285-3581-4897-90df-4bb4d9e8ad28,refurbished,"['xUrSx', 'IXGQw', '3IAWb']",standard,"['qhKtq', '5OYkO', 'LMfQ0']",99d3ab24-2a7f-450e-a356-310e39b6ce2c,251.03,184.06,31.73,189.54,-42.675372,-82.430724,1462405437857,"['HbHFQ', 'd6jO7', '7HfIu']",4.0
Product m44Qw,https://example.com/5WGXDp5c,Description yd6IgPeFW4jah68bC4BN,226.64,255.96999999999997,11.46,29.329999999999984,54.52,Germany,5 days,Supplier gubpd,2,"['HB7OG', 'oV3Q0', '0jSVq']","['ooFe9', 'YW8NT', 'LX0xh']","['zXCbZ', 'QQu8R', 'Bdf5t']","[685.04, 299.22, 139.22]","[761.76, 188.22, 897.35]",870,preorder,2025-04-20T06:32:17.134940,"['iTX0u', 'WlBpT', 'yqdC1']",False,Sports/Outdoor,Yellow,Red,M,BrandC,Unisex,https://picsum.photos/seed/A4WFe/600/600,https://picsum.photos/seed/Ln0qC/50/50,https://picsum.photos/seed/ATzCa/150/150,e094fef5-bb59-4fcb-9275-83264b0543db,used,"['Xb2tx', 'AfF6i', 'r2HPI']",premium,"['vx39H', 'mUmjQ', 'AsWoT']",e8f72b16-31e4-4f98-8c5d-0bbf03803b53,429.03,5.42,78.21,15.2,-75.908878,-50.551777,6590281156437,"['n366s', 'God6V', 'Dqd1U']",0.9
Product 6Rv8a,https://example.com/EAsshFah,Description f15IzjH0mY7dE8MyhKoQ,17.88,86.66,79.37,68.78,7.45,Canada,10 days,Supplier 19bwF,23,"['TAsbo', 'qv1MN', 'iXK1A']","['CfVIa', 'Em4Yg', 'Z0QVV']","['WDicx', 'CcGc4', 'OpNpb']","[442.03, 484.06, 341.24]","[885.36, 185.33, 411.15]",327,in stock,2025-01-24T06:32:17.135097,"['12GIv', 'kR30G', 'OhC1z']",True,Sports/Outdoor,Blue,Green,S,BrandD,Male,https://picsum.photos/seed/NPLzR/600/600,https://picsum.photos/seed/MjL3e/50/50,https://picsum.photos/seed/8c4oE/150/150,7703b059-9eee-4e16-b8aa-8ab39cdf6933,refurbished,"['BqdVC', 'Niqo7', 'hZKsb']",premium,"['w8DYK', 'UJL1V', 'pwbiF']",0233981f-bca4-4b98-935b-cc05952a5138,305.6,74.03,131.0,148.17,-38.190484,177.578818,0818650501221,"['hCH78', 'hHArP', 'jFalo']",2.6
Product 9tWuv,https://example.com/oPVTdxMW,Description FFixz4E727dGGROPeQDx,391.59,482.51,18.84,90.92000000000002,123.91,Canada,9 days,Supplier 10UVa,30,"['xLs9x', 'mVkOo', 'pao8E']","['Mm5Ab', 'lPCPh', 'E3Mgu']","['kOa6x', 'Piu5n', 'IwRUn']","[463.06, 531.28, 564.41]","[866.33, 577.76, 747.12]",393,out of stock,2025-04-02T06:32:17.135208,"['oHLtV', 'bbQJw', 'XaBHC']",True,Clothing/Men,Black,Black,S,BrandD,Unisex,https://picsum.photos/seed/Bp4Nw/600/600,https://picsum.photos/seed/mivdc/50/50,https://picsum.photos/seed/xsTtE/150/150,16c4d525-e364-4a24-aaf9-c3ef564b9a1c,refurbished,"['PXpD5', '02wYa', 'WBdF8']",exclusive,"['TYoEf', 'CsrHT', 'OkQl5']",01d6100c-5330-4730-9c7f-c8c05ceb3b89,232.82,87.57,185.35,94.47,63.444274,160.366266,9419711205228,"['N5fGU', 'ZAi9b', 'E0SqJ']",3.7
